,Industry Name,Latitude,Longitude,Category,District Name,Sector Name,Activity Name,Pollution Index Category,Total Workers
0,TROLLY WORKS,16.0591392,80.5476228,Micro,Guntur,SERVICE,REPAIR AND MAINTENANCE OF BUSES,Orange,2
1,Sri padamavathi mechanical works,16.4971132,80.6779712,Micro,Krishna,SERVICE,REPAIR AND MAINTENANCE OF BUSES,White,1
2,venkatesh mechanical works,13.2185764,79.1249472,Micro,Chittoor,SERVICE,REPAIR AND MAINTENANCE OF BUSES,Green,1
3,N Nagaraju Transformers,14.4516162,78.8407888,Micro,Kadapa,SERVICE,Generators and Transformers,Green,4
4,Sri Durga engineering works,16.507045,80.7044161,Micro,Krishna,SERVICE,Generators and Transformers,Green,1
5,Srinivasa Electricals,16.5043265,80.7025557,Micro,Krishna,SERVICE,Generators and Transformers,Green,1
6,sai hanuman engineering works,16.6368089,80.9712264,Micro,West Godavari,SERVICE,Generators and Transformers,Green,4
7,GOPI KRISHNA BIKE POINT,18.5722913,83.3500517,Micro,Vizianagaram,SERVICE,Generators and Transformers,White,1
8,P Narayana Raju and sons Repairing works,16.7062274,81.108507,Micro,West Godavari,SERVICE,Generators and Transformers,Green,1
9,Yashwant hydraulic service,16.5019675,80.6732339,Micro,Krishna,SERVICE,Generators and Transformers,Green,1
10,VIJAYA LAKSHMI LATHE WORKS,16.7560133,81.6766118,Micro,West Godavari,SERVICE,Generators and Transformers,White,2
11,SAI GANESH ELECTRICAL REWINDING WORKS,18.8451465,84.5024926,Micro,Srikakulam,SERVICE,Generators and Transformers,Orange,1
12,Sai electricals,18.7404166,84.3326762,Micro,Srikakulam,SERVICE,Repairing of electric motor & generator,Green,1
13,Syed Dawood Doula Auto electricals,16.4976904,80.6724768,Micro,Krishna,SERVICE,Repairing of electric motor & generator,White,1
14,Baji Winding Works,16.3899429,80.160825,Micro,Guntur,SERVICE,Repairing of electric motor & generator,Green,1
15,Sri Laxmi venkata ramana engineering works,17.1741138,81.6974859,Micro,East Godavari,SERVICE,Repairing of electric motor & generator,Green,1
16,Mounika generator works,16.5043676,80.6789854,Micro,Krishna,SERVICE,Repairing of electric motor & generator,Green,2
17,SAI SHOE MART,16.4780654,79.8844338,Micro,Guntur,SERVICE,RETAIL SALE,Green,1
18,STAR AUTO ELECTRICAL TRACTOR SPARS,16.0612868,80.5499622,Micro,Guntur,SERVICE,RETAIL SALE,Orange,1
19,MOTOR AND GENERAL TREDERS,16.324103,80.4760605,Small,Guntur,SERVICE,RETAIL SALE,Green,1
20,SRI KRISHNA FLOUR MILL,16.5266185,80.6029562,Micro,Krishna,SERVICE,RETAIL SALE,White,1
21,karumuri Venkateswarao flour mill,16.4507256,81.1215037,Micro,Krishna,SERVICE,RETAIL SALE,Green,1
22,Kollipara Venkaiah flour,16.4794851,81.1459773,Micro,Krishna,SERVICE,RETAIL SALE,Green,1
23,VAMSI KRISHNA MODERN RICE MILL,13.5532227,78.5226026,Micro,Chittoor,SERVICE,RETAIL SALE,Green,3
24,Karumuri Satya vankata suryanarayana flour mill,16.4840798,81.1493696,Micro,Krishna,SERVICE,RETAIL SALE,Green,1
25,DAVOOD TRADERS,16.0754638,80.3298119,Micro,Guntur,SERVICE,RETAIL SALE,White,20
26,srivenkateswarariceandflourmill,16.3877959,80.0690333,Micro,Guntur,SERVICE,RETAIL SALE,Green,2
27,Raghavendra general stores,14.6647128,77.6076074,Micro,Anantapur,SERVICE,RETAIL SALE,Green,1
28,Venkateswara Oil Mill,16.6255799,81.7368778,Micro,West Godavari,SERVICE,RETAIL SALE,Green,1
29,R K garments,14.7554838,78.5496838,Micro,Kadapa,SERVICE,RETAIL SALE,Green,1
30,PRATHAP KUMAR,14.9096306,78.0102657,Micro,Anantapur,SERVICE,RETAIL SALE,White,1
31,srisrinivasariceandflourmill,16.3907552,80.0623981,Micro,Guntur,SERVICE,RETAIL SALE,Green,2
32,Vigneswerasrilakshmiprasannanjaneyariceandfloormill,16.3393274,80.1659741,Micro,Guntur,SERVICE,RETAIL SALE,Green,1
33,Sri Madhu Surya Oil and Flour Mill,16.625112,81.7389461,Micro,West Godavari,SERVICE,RETAIL SALE,Green,1
34,Krishnarice mill,16.310707,80.1130127,Micro,Guntur,SERVICE,RETAIL SALE,Green,1
35,Sri Rama Ginger oil and flour mill,16.538566,81.6221746,Micro,West Godavari,SERVICE,RETAIL SALE,Green,1
36,MS Chandra Gingily oil,16.6255802,81.7368761,Micro,West Godavari,SERVICE,RETAIL SALE,Green,1
37,JYOTHI STEEL FURNITURE,16.5856341,81.5496973,Micro,West Godavari,SERVICE,RETAIL SALE,Green,2
38,sri padamavathi oil filter and mini flour mill,13.6092702,79.4478361,Micro,Chittoor,SERVICE,RETAIL SALE,Green,1
39,sri samba siva rice mill,16.4617039,80.6866118,Micro,Krishna,SERVICE,RETAIL SALE,White,1
40,VENKATA SURYA MOBILES,15.8263593,80.1918278,Micro,Prakasam,SERVICE,RETAIL SALE,Green,1
41,Kiran verma coffee and general traders,13.5543977,78.5011119,Micro,Chittoor,SERVICE,RETAIL SALE,White,1
42,viswam tent works,15.817248,80.3597749,Micro,Prakasam,SERVICE,RETAIL SALE,White,3
43,G Krishna Rao tailoring shop,15.8557474,78.2644451,Micro,Kurnool,SERVICE,RETAIL SALE,Green,1
44,Amrutha oils,16.2405815,80.0423639,Micro,Guntur,SERVICE,RETAIL SALE,Green,2
45,hydro power industries,15.5882,79.8462054,Micro,Prakasam,SERVICE,RETAIL SALE,Orange,8
46,Sri Ayyappaswamy oli,16.3719108,81.2726324,Micro,Krishna,SERVICE,RETAIL SALE,White,2
47,PINJARI kamalabi,15.868712,78.2716407,Micro,Kurnool,SERVICE,RETAIL SALE,Green,1
48,aNEW PEARL SHOES,14.6826914,77.601166,Micro,Anantapur,SERVICE,RETAIL SALE,Green,1
49,Sri Venkata Siva Rice Flour Mill,16.0528888,80.4721078,Micro,Guntur,SERVICE,RETAIL SALE,Green,2
50,pragathi dresses,14.6780366,77.6021134,Micro,Anantapur,SERVICE,RETAIL SALE,Green,2
51,Sri Satyanarayana Rice Mill,16.0479552,80.4755832,Micro,Guntur,SERVICE,RETAIL SALE,Green,2
52,Madeena Traders,14.6855631,77.5696436,Micro,Anantapur,SERVICE,rural godowns,Green,5
53,sri sai rama rural farmers  warehouse,15.3708118,78.5066248,Micro,Kurnool,SERVICE,rural godowns,Green,1
54,sree raja Rajeswari traders,15.7781793,77.4965455,Micro,Kurnool,SERVICE,rural godowns,Green,1
55,SANGEETHA BEAUTY PARLOUR,15.912921,80.4652779,Micro,Guntur,SERVICE,Salon Services,Green,1
56,MATRIX MENS BEAUTY PARLOR,14.1137279,78.1613821,Micro,Anantapur,SERVICE,Salon Services,White,1
57,Subbarao saloon shop,14.4754347,78.8189203,Micro,Kadapa,SERVICE,Salon Services,White,1
58,Sai Kala  Beauty Parlor,14.4722303,78.8370464,Micro,Kadapa,SERVICE,Salon Services,White,1
59,hair cutting shop,14.4754534,78.8189298,Micro,Kadapa,SERVICE,Salon Services,White,1
60,SHIVA HAIRSTYLES,14.2612328,77.5870577,Micro,Anantapur,SERVICE,Salon Services,Green,1
61,Narendra hair saloon,17.0294019,81.6190686,Micro,West Godavari,SERVICE,Salon Services,White,1
62,MN Human Hair Exporters,15.1626735,77.3868106,Micro,Anantapur,SERVICE,Salon Services,Green,6
63,Bharat Hair Industries,16.6632099,81.6176014,Micro,West Godavari,SERVICE,Salon Services,Green,14
64,PPM hair style,14.4768002,77.7525396,Micro,Anantapur,SERVICE,Salon Services,White,2
65,SRI SAI POOJITHA HERBAL BEAUTY PARLOUR,17.7370426,83.296196,Micro,Visakhapatnam,SERVICE,Salon Services,White,1
66,venkatesh hair styles,14.1163,78.1563026,Micro,Anantapur,SERVICE,Salon Services,White,1
67,SREES BEAUTY CLINIC,17.7096607,83.3097561,Micro,Visakhapatnam,SERVICE,Salon Services,Green,2
68,LAVANYA BEAUTY PARLOUR,17.701911,83.2971025,Micro,Visakhapatnam,SERVICE,Salon Services,White,1
69,CUT N COLOUR UNISEX SALON,17.727763,83.3031268,Large,Visakhapatnam,SERVICE,Salon Services,White,5
70,STUDIO R UNISEX SALOON,17.7165823,83.308158,Micro,Visakhapatnam,SERVICE,Salon Services,White,4
71,VIJAY SAI SINDU BEAUTY PARLOUR,17.7042282,83.2982707,Micro,Visakhapatnam,SERVICE,Salon Services,Green,NA
72,NAGENDRA HAIRSTYLES,14.14066,78.1516331,Micro,Anantapur,SERVICE,Salon Services,Green,1
73,Naturals,17.740484,83.2972239,Large,Visakhapatnam,SERVICE,Salon Services,Green,7
74,KK hair style,14.4768002,77.7525396,Micro,Anantapur,SERVICE,Salon Services,White,2
75,Sathwika ladies tailor and Beauty parlour,14.6768802,77.5983769,Micro,Anantapur,SERVICE,Salon Services,Green,1
76,A1 Hair styles,14.6774108,77.5975805,Micro,Anantapur,SERVICE,Salon Services,Green,1
77,New Look beauty saloon,14.1138558,78.1601977,Micro,Anantapur,SERVICE,Salon Services,White,3
78,Shri Beauty Care,15.9023536,80.4687189,,Guntur,SERVICE,Salon Services,White,1
79,AARA beauty parlour,14.682999,77.6083236,Micro,Anantapur,SERVICE,Salon Services,White,1
80,Sri Nidi fancy and beauty salon,14.6833076,77.6140528,Micro,Anantapur,SERVICE,Salon Services,Green,1
81,ARCHANA HAIRSTYLE,14.4592635,77.7026505,Micro,Anantapur,SERVICE,Salon Services,White,1
82,SRIKANTH SALOON,14.4592633,77.7026516,Micro,Anantapur,SERVICE,Salon Services,White,1
83,Anu Beauty Herbal parlour,14.6796257,77.5987609,Micro,Anantapur,SERVICE,Salon Services,Green,1
84,Ganga salon,14.1150119,78.1566551,Micro,Anantapur,SERVICE,Salon Services,Green,1
85,Mirrors mens parlour,14.1166906,78.1563933,Micro,Anantapur,SERVICE,Salon Services,White,1
86,Diamond hairstyle,15.850639,78.2520849,Micro,Kurnool,SERVICE,Salon Services,Green,2
87,SS Mens parlour,14.6907518,77.5912279,Micro,Anantapur,SERVICE,Salon Services,Green,3
88,RR HAIR STYLE,14.6941508,77.596148,Micro,Anantapur,SERVICE,Salon Services,Green,2
89,KUSUMA BUETYPARLER,14.1162044,78.158106,Micro,Anantapur,SERVICE,Salon Services,White,1
90,SEENA BARBER SHOP,14.1136292,78.1618333,Micro,Anantapur,SERVICE,Salon Services,White,1
91,vaishnavi beauty clinic,16.288039,80.7507753,Micro,Guntur,SERVICE,Salon Services,Green,2
92,Sudha Hair Style,14.1122017,78.1551102,Micro,Anantapur,SERVICE,Salon Services,Green,1
93,Sri Varasiddi Vinayaka Hair Style,14.1122826,78.1557418,Micro,Anantapur,SERVICE,Salon Services,Green,1
94,Siva Hair Style,14.1109754,78.1551849,Micro,Anantapur,SERVICE,Salon Services,Green,1
95,Uday Traders,16.3266515,80.4778489,Micro,Guntur,SERVICE,SCRAP TRADING,Green,2
96,Siva Sai Ganesh Plastics,16.3266497,80.4778426,Micro,Guntur,SERVICE,SCRAP TRADING,Green,2
97,Syed Moosa,16.3256194,80.4768977,Micro,Guntur,SERVICE,SCRAP TRADING,Green,1
98,SHREE SHYAM ENTERPRISES,17.706435,83.184159,Micro,Visakhapatnam,SERVICE,SCRAP TRADING,White,2
99,ASHIRWAD PLASTICS,18.2461088,83.929,Micro,Srikakulam,SERVICE,SCRAP TRADING,Green,8
100,VG TRADERS,18.3509608,83.8970292,Micro,Srikakulam,SERVICE,SCRAP TRADING,Green,20
101,AMBICA ENTERPRISES,18.2869503,83.9186424,Micro,Srikakulam,SERVICE,SCRAP TRADING,Orange,10
102,SRIVENKATESWARATRADERS,18.2461088,83.929,Micro,Srikakulam,SERVICE,SCRAP TRADING,Green,1
103,SRI VENKATA SURYA TRADERS,18.784572,83.4314892,Micro,Vizianagaram,SERVICE,SCRAP TRADING,Green,2
104,NAVANEETHA PLASTICS,14.6889575,77.5728675,Micro,Anantapur,SERVICE,SCRAP TRADING,Green,1
105,MALLAYYA IRON MART,14.6830628,77.60244,Micro,Anantapur,SERVICE,SCRAP TRADING,Green,1
106,MAJJI SATYARAO,18.1226452,83.4174904,Micro,Vizianagaram,SERVICE,SCRAP TRADING,Green,2
107,Sri venkateswara swamy decorticating,14.8306836,77.5986548,Micro,Anantapur,SERVICE,SCRAP TRADING,White,1
108,Harshini Entraprises,16.394425,80.8133827,Micro,Krishna,SERVICE,SCRAP TRADING,Green,5
109,sai vijaya diagnostic centre,15.5122094,80.0402567,Micro,Prakasam,SERVICE,Service,Green,4
110,AMBIKA WEIGH BRIDGE,14.8643593,78.3947098,Micro,Kadapa,SERVICE,Service,Green,1
111,SRI VENKATESWARA TAILORS,13.6858244,77.4779051,Micro,Anantapur,SERVICE,Service,Green,3
112,Kakumanu subbamma Sri ramuru charitable trust water plant,16.4288561,80.5652623,Micro,Guntur,SERVICE,Service,Green,2
113,NAVYA TAILORS,13.940607,77.27266,Micro,Anantapur,SERVICE,Service,Green,3
114,Sri Lakshmi Venkta Durga Flour Mill,16.5912493,81.8941637,Micro,East Godavari,SERVICE,Service,White,1
115,SRI NAVADURGA MINI MODERN RICE MILL,18.3534755,83.7609262,Micro,Srikakulam,SERVICE,Service,Green,5
116,QUICK WASH LAUNDRETTE,18.1396115,83.615054,Micro,Srikakulam,SERVICE,Service,Red,3
117,sreenivaasulu Flour mill,14.0354301,78.1744344,Micro,Anantapur,SERVICE,Service,Green,1
118,babu Tyrell works,16.3254651,80.4769035,Micro,Guntur,SERVICE,Service,Green,2
119,Sampath Vinayaka ice plant,18.7840306,83.428338,Micro,Vizianagaram,SERVICE,Service,Green,2
120,Sri Vasavi mini modern rice and floor mill,18.7836533,83.4288592,Micro,Vizianagaram,SERVICE,Service,Green,1
121,Raghavaiah Flour mill,14.4146632,77.7178826,Micro,Anantapur,SERVICE,Service,Green,1
122,Sri Ramalingeswara waterplant,18.9396163,84.4981293,Micro,Srikakulam,SERVICE,Service,Green,1
123,swathi kalayana mandapam,15.5133667,80.0359861,Micro,Prakasam,SERVICE,Service,Green,2
124,star fabrication works,16.4816029,79.8794323,Micro,Guntur,SERVICE,Service,Green,1
125,K baburao,16.4875665,80.0080837,Micro,Guntur,SERVICE,Service,Green,1
126,Moulali welding shop,14.7566235,78.5575266,Micro,Kadapa,SERVICE,Service,White,1
127,mahimma ashiritha minaral plant water service,16.4700011,79.9848341,Micro,Guntur,SERVICE,Service,Green,1
128,Manikanta mini industry,18.4687374,84.0714226,Micro,Srikakulam,SERVICE,Service,Green,1
129,Lakshmi chrnnakesava,16.5022186,79.4371599,Micro,Guntur,SERVICE,Service,Green,1
130,HI TECH EQUIPMENS AND FABRICATION,18.1416099,83.6197108,Small,Srikakulam,SERVICE,Service,Green,5
131,sai Baba sahaya trust,16.4301315,80.6567954,Micro,Guntur,SERVICE,Service,White,2
132,Sri venkateswra floor mill,18.7828233,83.4244568,Micro,Vizianagaram,SERVICE,Service,Green,1
133,ADITYA CASHEW INDUSTRY,18.7795492,84.4167671,Micro,Srikakulam,SERVICE,Service,Orange,2
134,SM GAS,14.4722615,78.8336337,Micro,Kadapa,SERVICE,Service,White,1
135,Sri lakshmi flour mill,15.8470151,80.3924818,Micro,Prakasam,SERVICE,Service,White,2
136,B vaniprabha,15.0783568,77.5854037,Micro,Anantapur,SERVICE,Service,White,1
137,Sri Lakshmi internet and xerox,16.2381134,80.0422513,Micro,Guntur,SERVICE,Service,White,1
138,sri lakshmi narasimha swamy water plant,16.4557169,80.0742712,Micro,Guntur,SERVICE,Service,Green,1
139,srinivasa rice and floor mill,16.2203355,79.9196483,Micro,Guntur,SERVICE,Service,White,2
140,SRI SAIRAM GRAPHICS,18.6060903,84.2327577,Micro,Srikakulam,SERVICE,Service,Green,1
141,Shaik khasim gas welding works,16.3253086,80.4797535,Micro,Guntur,SERVICE,Service,Green,1
142,Veerla Venkateswara RAO trust,16.4426382,79.9229751,Micro,Guntur,SERVICE,Service,White,1
143,Tyre vulcanisation works plot 360,16.4185032,80.5610552,Micro,Guntur,SERVICE,Service,Green,1
144,KAPOTHESWARA RICE MILL,16.3133838,79.8512066,Micro,Guntur,SERVICE,Service,White,1
145,MOTHI INDUSTRIES,13.3995099,78.9887383,Micro,Chittoor,SERVICE,Service,Green,4
146,svksm  seva sangam,16.4940433,79.7093121,Micro,Guntur,SERVICE,Service,Green,1
147,sahastra beauty parlour,16.478913,79.8814142,Micro,Guntur,SERVICE,Service,Green,1
148,poultry form,16.2095574,79.8985871,Micro,Guntur,SERVICE,Service,White,1
149,SRI KOTESWARI FLOUR MILL,15.9672651,80.5162344,Micro,Guntur,SERVICE,Service,Green,1
150,Sri kanchikamakshi hand and machine cutting works,17.0035513,81.7712777,Micro,East Godavari,SERVICE,Service,White,1
151,TIRUMULESWARA RAO FLOOR MILL,17.6425489,82.9167068,Micro,Visakhapatnam,SERVICE,Service,Green,1
152,Mubarak Welding Works,16.0603449,80.5491281,Micro,Guntur,SERVICE,Service,Orange,1
153,PNR WATER PLANT,16.3775913,80.5006574,Micro,Guntur,SERVICE,Service,White,2
154,biruvala works shop,16.4815619,79.8794364,Micro,Guntur,SERVICE,Service,Green,1
155,Pravish doors of india,16.482,79.8807588,Micro,Guntur,SERVICE,Service,Green,1
156,cool moon services,16.4819168,79.8797161,Micro,Guntur,SERVICE,Service,Green,1
157,SIDDHARTHA RICE AND FLOAR MILL,16.3103571,79.8638084,Micro,Guntur,SERVICE,Service,White,1
158,RO plant,14.424378,78.2265647,Micro,Kadapa,SERVICE,Service,Green,1
159,Andalamma mill,18.3427995,83.8020491,Micro,Srikakulam,SERVICE,Service,White,1
160,mill,16.9290719,81.9573683,Micro,East Godavari,SERVICE,Service,Green,1
161,Royal photo studio,16.225601,80.0473223,Micro,Guntur,SERVICE,Service,White,1
162,vijaya lakshmi rice mill,16.5707037,80.3594269,Micro,Guntur,SERVICE,Service,Green,3
163,Jp marketing,16.4811161,79.8843457,Micro,Guntur,SERVICE,Service,Green,2
164,VIJAY KUMAR FLOUR MILL,13.8261308,77.4771881,Micro,Anantapur,SERVICE,Service,Green,1
165,V S Studio,16.2350974,80.0355711,Micro,Guntur,SERVICE,Service,White,1
166,sri Sri Lakshmi poundry works,16.2206004,79.9189879,Micro,Guntur,SERVICE,Service,White,2
167,SREE LAKSHMI FLOUR MILL,13.8252444,77.4875841,Micro,Anantapur,SERVICE,Service,Green,1
168,Sri Srinivaasa Rice mill,15.9084015,80.5905361,Micro,Guntur,SERVICE,Service,Green,2
169,SATYA ENTERPRISES,16.5582882,79.640912,Micro,Guntur,SERVICE,Service,Green,1
170,Bahati aqua purified drinking water,16.4586487,79.4378633,Micro,Guntur,SERVICE,Service,Green,1
171,Allu Verrareddy  and sons charitable Trust water Plant,16.1959823,79.9722497,Micro,Guntur,SERVICE,Service,White,1
172,Veera brahmendra drilling and welding works,15.6661844,79.4277942,Micro,Prakasam,SERVICE,Service,Orange,3
173,moulali water service,16.4924374,80.0074737,Micro,Guntur,SERVICE,Service,Green,2
174,LAKSHMI ICE PARLOUR,16.4899663,80.0068029,Micro,Guntur,SERVICE,Service,Green,2
175,Ayyappa diomand machine cutting works,17.0035424,81.7712776,Micro,East Godavari,SERVICE,Service,White,1
176,SRK COMMUNICATIONS,15.9216872,80.4160749,Micro,Guntur,SERVICE,Service,White,1
177,devi agency,16.476056,79.8841962,Micro,Guntur,SERVICE,Service,Green,1
178,RAJ TAILORS,16.4836315,79.8753585,Micro,Guntur,SERVICE,Service,White,2
179,JYOTHI CELL AND NET WORLD,15.9095872,80.4675283,Micro,Guntur,SERVICE,Service,Green,1
180,Thirumalasrinivasaricemill,16.1967347,79.9212438,Micro,Guntur,SERVICE,Service,White,1
181,venkateswararicemill,16.2095487,79.8991308,Micro,Guntur,SERVICE,Service,White,1
182,Ravi Xerox Centre,13.9644438,77.8376215,Micro,Anantapur,SERVICE,Service,Green,2
183,Habib water plant,16.2625542,80.2618761,Micro,Guntur,SERVICE,Service,White,1
184,New Sivaji tent house,16.4819138,79.8827097,Micro,Guntur,SERVICE,Service,Green,1
185,SHIVANI BEAUTY PARLOUR,16.4781346,79.8882058,Micro,Guntur,SERVICE,Service,Green,1
186,DESIGN STUDIO,16.1752642,80.1874133,Micro,Guntur,SERVICE,Service,White,1
187,Ravi mineral Water Plant,16.4780704,79.4311592,Micro,Guntur,SERVICE,Service,Green,1
188,ASOKA COFFEE AND GENERAL STORES,16.0870647,80.1681502,Micro,Guntur,SERVICE,Service,Green,2
189,Masjid a Husenya water plant,16.4760073,79.441031,Micro,Guntur,SERVICE,Service,Green,1
190,laxmi gas and Amp arc,18.7623959,84.425057,Micro,Srikakulam,SERVICE,Service,Green,1
191,Srinivasa ice candy,15.8232393,80.3529254,Micro,Prakasam,SERVICE,Service,Green,1
192,ROJI ARTS AND COMMUNICATIONS,15.9210649,80.4164819,Micro,Guntur,SERVICE,Service,White,2
193,bhavani gold machine cutting works,17.0035391,81.771267,Micro,East Godavari,SERVICE,Service,White,1
194,Sri Lakshmi rice mill,16.2105316,79.9093612,Micro,Guntur,SERVICE,Service,White,1
195,Karishma tours and travels online,14.4650663,78.8172042,Micro,Kadapa,SERVICE,Service,White,1
196,welding shop,18.4669296,84.0700913,Micro,Srikakulam,SERVICE,Service,Green,2
197,Siva balaji oil and general merchent,16.4806344,79.8869674,Micro,Guntur,SERVICE,Service,Green,1
198,elahi engineering works,15.119461,77.635363,Micro,Anantapur,SERVICE,Service,White,1
199,sharoon welding shop,15.1447239,77.6240783,Micro,Anantapur,SERVICE,Service,White,1
200,Vijayalakshmi oil and flour mill,17.3629294,82.5499646,Micro,Visakhapatnam,SERVICE,Service,Green,2
201,Vijaya Bhaskara Rice mill,16.3947159,80.5423665,Micro,Guntur,SERVICE,Service,White,1
202,kanchamma thalli welding shop,18.9916105,84.5921368,Micro,Srikakulam,SERVICE,Service,Green,4
203,gangabhavani charitrabul trust,16.2665785,80.2772552,Micro,Guntur,SERVICE,Service,White,1
204,SRI SRINIVASA CHILLY TURMARIC AND WET,15.8316291,80.3589888,Micro,Prakasam,SERVICE,Service,Green,1
205,sri veeranjaneya welding works,17.7090165,82.6626905,Micro,Visakhapatnam,SERVICE,Service,White,1
206,kondareddy flour mill,15.1202349,77.6355349,Micro,Anantapur,SERVICE,Service,White,1
207,SRI SATYANARAYANA OIL MILL,16.79266,80.8431562,Micro,Krishna,SERVICE,Service,Green,1
208,MURALI KRISHNA OIL AND FLOUR MILL,16.7870671,80.8509189,Micro,Krishna,SERVICE,Service,Green,1
209,LAKSHMI NARAYANA OIL AND FLOUR MILL,16.7872578,80.8504825,Micro,Krishna,SERVICE,Service,Green,1
210,Bismilla charitable trust meeravali water treatment plant,16.7930751,80.8387443,Micro,Krishna,SERVICE,Service,Green,3
211,Anna offset Printers,15.5126738,80.0414505,Micro,Prakasam,SERVICE,Service,Green,3
212,NAIDU FLOOR MILL,17.6223715,82.8874463,Micro,Visakhapatnam,SERVICE,Service,Green,1
213,Zerox Machine,18.2059875,82.6784047,Micro,Visakhapatnam,SERVICE,Service,Green,1
214,Lakshmi Flour mill,16.7903384,80.8500606,Micro,Krishna,SERVICE,Service,Green,1
215,Lakshmi Narayanamma Tailoring Center,14.5471386,77.4893764,Micro,Anantapur,SERVICE,Service,Green,2
216,Dhanalakshmi rice and floor mill,16.3876691,80.5404083,Micro,Guntur,SERVICE,Service,White,1
217,mini floor mill,14.05911,77.7164136,Micro,Anantapur,SERVICE,Service,White,1
218,Sri bhunaveswari dairyform,16.4988296,80.6862093,Micro,Krishna,SERVICE,Service,White,4
219,sk adam saheb,15.6439583,80.2281991,Micro,Prakasam,SERVICE,Service,Green,1
220,danalakshmisamil timber dipo,15.1182696,77.6353191,Micro,Anantapur,SERVICE,Service,White,1
221,shek Mahaboob Basha enginnering works,14.4195898,78.2257414,Micro,Kadapa,SERVICE,Service,Green,1
222,SRI LAKSHMI NARASIMHA WATER SERVICING WORKS,16.9138331,80.1084843,Micro,Krishna,SERVICE,Service,Green,1
223,SRI SUBHAM FLEX,16.433916,81.6965294,Micro,West Godavari,SERVICE,Service,White,3
224,ISMAIL FLOUR MILL,16.7931109,80.8462761,Micro,Krishna,SERVICE,Service,Green,1
225,NAGARATHNA FLOUR MILL,13.8199425,77.487292,Micro,Anantapur,SERVICE,Service,Green,1
226,SREE LAKSHMI SRINIVASA FLOUR MILL,16.7841191,80.8482771,Micro,Krishna,SERVICE,Service,Green,1
227,AL MUHAMMADIYA AUTOMOTIVE ENGINEERING WORKS,16.5070085,80.700841,Micro,Krishna,SERVICE,Service,Green,1
228,SUVARCHALA ANJANEYA SAW MILL,16.7862818,80.8476653,Micro,Krishna,SERVICE,Service,Green,1
229,ADIKARI AGRO SERVICES,16.7041926,81.0701196,Micro,West Godavari,SERVICE,Service,Green,5
230,SRI SAIRAM ADS,16.5806553,82.004964,Micro,East Godavari,SERVICE,Service,White,2
231,ROYAL ENTERPRISES,14.093125,77.596787,Micro,Anantapur,SERVICE,Service,Green,1
232,A V Subbarao rice mill,15.4467086,80.1683476,Micro,Prakasam,SERVICE,Service,Orange,1
233,m Satyanarayana work shop,16.6884273,81.6038039,Micro,West Godavari,SERVICE,Service,Green,1
234,Ramachandran A K Oilmill,12.7465511,78.3420854,Micro,Chittoor,SERVICE,Service,Green,1
235,venkataswamy salt manufacturing,15.4097463,80.1367523,Micro,Prakasam,SERVICE,Service,Orange,1
236,SRI DURGA FABRICATION AND GRILLS WORK,18.147115,83.630021,Micro,Srikakulam,SERVICE,Service,Red,3
237,Queens Beauty Parlor,14.4733278,78.8373473,Micro,Kadapa,SERVICE,Service,White,1
238,vigneswara mutyalamma pindimillu,18.2982903,83.898738,Micro,Srikakulam,SERVICE,Service,White,1
239,HUSSEIN BEE Flour Mill,13.4969842,79.0682129,Micro,Chittoor,SERVICE,Service,White,1
240,SRINIVASA RICE MILL,15.3985169,80.1283775,Micro,Prakasam,SERVICE,Service,Orange,1
241,SRI KANAKA MAHALAKSHMI FOUNDATION,16.6858898,80.3908728,Micro,Krishna,SERVICE,Service,Green,4
242,ambika cool drinks,15.1463819,77.6251761,Micro,Anantapur,SERVICE,Service,White,1
243,SRI LAKSHMI WELDING AND BLACKSMITH WORKS,16.4960914,80.6547931,Micro,Krishna,SERVICE,Service,White,2
244,Ramachandran A K Ricemill,12.7465511,78.3420854,Micro,Chittoor,SERVICE,Service,Green,1
245,SHAMSHADBEGUM MINI FLOUR MILL,15.1204367,77.6347317,Micro,Anantapur,SERVICE,Service,White,2
246,sri doraswamy auto electrical works,13.2185749,79.1249643,Micro,Chittoor,SERVICE,Service,Green,1
247,A One Computers,15.0949207,79.4109126,Micro,Prakasam,SERVICE,Service,Green,1
248,OMEGA PIPE Inspection and Services Private limited,17.0190389,82.2724189,Small,East Godavari,SERVICE,Service,Green,10
249,Santhi hospitals,18.2990161,83.9037551,Micro,Srikakulam,SERVICE,Service,Green,10
250,KAYAMN S GHULAM,15.0948403,79.4107266,Micro,Prakasam,SERVICE,Service,Green,1
251,P Damodharam Oil Rotary,13.4973095,79.0675067,Micro,Chittoor,SERVICE,Service,White,1
252,Farheen oil rotary and flour mill,15.2180691,79.9099998,Micro,Prakasam,SERVICE,Service,White,5
253,SRI RAMA GENERAL ENGINEERING WORKS,16.7915527,80.8617147,Micro,Krishna,SERVICE,Service,Green,1
254,Asha tailors,13.9609605,79.3512666,Micro,Kadapa,SERVICE,Service,Green,1
255,Supreme mobiles and laptop services,14.4838579,78.8164503,Micro,Kadapa,SERVICE,Service,White,1
256,sri trikoteswara swamy lorry service,15.2177078,79.9099998,Micro,Prakasam,SERVICE,Service,White,24
257,kataiah swamy lorry service,15.2169402,79.9132774,Micro,Prakasam,SERVICE,Service,White,4
