,Industry Name,Latitude,Longitude,Category,District Name,Sector Name,Activity Name,Pollution Index Category,Total Workers
1913,BABA TWISTING UNIT,13.8223166,77.4997714,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,3
1914,AARYA SILK INDUSTRIES,14.7095673,76.8520961,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,2
1915,HAZEERA SILK TWISTING UNIT,13.8128711,77.4958286,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,10
1916,usman silk industry,13.8328209,77.4897349,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,14
1917,RAHAMATH SILK REELING INDUSTRY,13.8128711,77.4958286,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,13
1918,MUBEENA SILKM INDUSTRIES,13.8103525,77.497,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,16
1919,Rajpurna silk industries,14.7095673,76.8520961,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,4
1920,Eduguri Baskar Reddy,14.1984513,77.994028,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,2
1921,s jaheer reeling unit,13.1998212,78.7322101,Micro,Chittoor,SILK,Silk Reeling and Twisting,Green,10
1922,AJAJ SILK INDUSTRY,14.3936559,77.707112,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,14
1923,K N M SILK INDUSTRIES,13.839345,77.4990545,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,4
1924,IMRAN SILK MERCHANT,13.8146669,77.496187,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,9
1925,NIHA SILK INDUSTRIES,13.8353367,77.5040724,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,14
1926,BASHA SILK INDUSTRIES,13.8375867,77.5057331,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,1
1927,SHANMUR SILK INDUSTRIES,13.8208209,77.4983376,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,4
1928,S MAHABOOB BASHA SILK INDS,14.3936559,77.707112,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,8
1929,JABEER SILK  INDUSTRY,13.8372851,77.503681,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,10
1930,RESHMA REELING UNIT,13.8223166,77.4997714,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,14
1931,NP AZMATHULLA SILK REELING UNIT,13.8381073,77.5026388,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,8
1932,MAHABOOB BASHA SILK INDUSTRIES,13.8186326,77.4972623,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,4
1933,faizunnesa silk industres,13.8374008,77.504827,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,8
1934,LAKSHMINARASIMHA SWAMY SILK REELING AND TWISTING  UNIT,14.4252551,77.7327508,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,29
1935,SRI VYSHNAVI SILK REELING AND TWISTING UNIT,14.4252596,77.7327484,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,26
1936,SHAIK SHABEER AHMED SILK UNIT,13.8377702,77.5047695,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,11
1937,ASIF SILk INDUSTRIES,13.8076865,77.4986961,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,10
1938,SAMIULLA C R CHARKA REELING UNIT,13.8121233,77.4949841,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,4
1939,REHANA SILK INDUSTRIES,13.8173867,77.4958918,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,8
1940,SSCB SILK INDUSTRIES,13.8200914,77.4979792,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,10
1941,SHAFIULLA SILK INDUSTRIES,13.8103765,77.497378,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,3
1942,ELIYAZ SILK REELING UNIT,14.4256759,77.7317954,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,17
1943,SREE NEELAKANTESWARA SILK REELING UNIT,14.4249152,77.7323884,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,16
1944,R  SIRAJ SILK REELING INDUSTRY,13.8361655,77.5047886,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,12
1945,AHAD SILK INDUSTRY,13.8211714,77.4953709,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,10
1946,AZM SILK INDUSTRIES,13.8128711,77.4958286,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,7
1947,SILK REELING,13.8373812,77.5038289,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,6
1948,EZAZ SILK INDUSTRIES,13.8146854,77.4965455,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,2
1949,SABHIRA SILK INDUSTRY,14.112601,78.1703411,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,4
1950,KHASEM SILK INDUSTRIES,13.8211253,77.4952582,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,4
1951,CR CHARAKA SILK INDUSTRIES,13.8293382,77.4998923,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,3
1952,AFZAL SILK INDUSTRIES,13.8175477,77.4969039,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,2
1953,KHAJA SILK INDUSTRIES,13.8100458,77.496187,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,4
1954,BSRI SILK REELING UNIT,13.8376986,77.5051775,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,7
1955,N A SILK REELING UNIT,14.1106081,78.1719407,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,6
1956,shaik sadiq silk reeling unit,13.8375178,77.5049635,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,7
1957,YA GHOUSE SILK UNIT,13.8380511,77.5049283,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,10
1958,SLR SILK INDUSTRY,13.8381618,77.5053503,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,9
1959,FBS SILK INDUSTRY,13.8380992,77.5051644,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,15
1960,SHAIK NISAR AHMED SILK INDS,13.8200361,77.4969039,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,4
1961,S R S  SILK REELING UNIT,13.8375192,77.5049673,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,15
1962,TASLEEM SILK INDUSTRIES,13.8105108,77.4965282,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,10
1963,S M B SILK INDUSTRIES,13.813479,77.5076565,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,8
1964,G S SILK INDUSTRIES,13.8105984,77.496454,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,3
1965,SHAIK DILSHAD SILK UNIT,13.8377327,77.5053338,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,8
1966,SAB SILK INDUSTRIES,13.8129211,77.4956964,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,8
1967,NIMRA SILK INDUSTRIES,13.8211713,77.4953606,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,10
1968,BPR SILK INDUSTRY,14.1102335,78.1715845,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,7
1969,S MAHABOOB PEERA INDUSTRY,14.1097651,78.1708291,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,5
1970,Silk Reeling  Twisting,13.8168365,77.4980409,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,8
1971,SAIFULLA SILK INDUSTRIES,13.8178836,77.5031538,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,2
1972,ZAREENA SILK UNIT,13.8429374,77.4997714,Micro,Anantapur,SILK,Silk Reeling and Twisting,Green,14
1973,S F B  silk reeling industry,13.813479,77.5076565,Micro,Anantapur,SILK,Silk Reeling and Twisting,White,14
1974,venkataswamy Hand looms,14.4190197,77.7207064,Micro,Anantapur,SILK,saree printing by wooden blocks,Green,2
1975,SAI RAGHAVENDRA APPARELS,17.6776601,83.1888544,Micro,Visakhapatnam,SILK,saree printing by wooden blocks,Green,9
1976,Sreenivasulu Handlooms,14.0357869,78.1744344,Micro,Anantapur,SILK,saree printing by wooden blocks,Green,2
1977,Tialaring machine,18.1444287,82.6923863,Micro,Visakhapatnam,SILK,saree printing by wooden blocks,Green,1
1978,mani power loom unit,13.5691576,78.5055595,Micro,Chittoor,SILK,saree printing by wooden blocks,Green,2
1979,adinarayana powerlooms,13.5741766,78.4993874,Micro,Chittoor,SILK,saree printing by wooden blocks,Green,2
1980,venkatesh power loom unit,13.5722245,78.5009498,Micro,Chittoor,SILK,saree printing by wooden blocks,Green,5
1981,Rama chandra,13.5705851,78.5053094,Micro,Chittoor,SILK,saree printing by wooden blocks,Green,3
1982,ASRA Hand Embroidering,14.4647663,78.8337608,Micro,Kadapa,SILK,saree printing by wooden blocks,Green,1
1983,Syed Handlooms,14.0357869,78.1744344,Micro,Anantapur,SILK,saree printing by wooden blocks,Green,2
1984,Reddemma Handlooms,14.0354301,78.1744344,Micro,Anantapur,SILK,saree printing by wooden blocks,Green,1
1985,Hydervali Hand looms,14.0354301,78.1744344,Micro,Anantapur,SILK,saree printing by wooden blocks,Green,2
1986,Nagaraju Handlooms,14.0261015,78.1733657,Micro,Anantapur,SILK,saree printing by wooden blocks,Green,2
1987,Reddy sekhar Handlooms,14.0354301,78.1744344,Micro,Anantapur,SILK,saree printing by wooden blocks,Green,2
1988,rangappa powerloom,14.8664381,78.386178,Micro,Kadapa,SILK,saree printing by wooden blocks,Green,1
1989,Imam hussain looms,14.8646428,78.386178,Micro,Kadapa,SILK,saree printing by wooden blocks,Green,1
1990,satyanarayana small scale power loom unit,16.4110703,81.8430982,Micro,East Godavari,SILK,saree printing by wooden blocks,Green,1
1991,sridevi small scale power loom unit,16.412478,81.8417323,Micro,East Godavari,SILK,saree printing by wooden blocks,Green,1
1992,nagarju handlooms,14.8664381,78.386178,Micro,Kadapa,SILK,saree printing by wooden blocks,Green,1
1993,Lakshmipati Silks and Sarees,13.8332467,77.5603298,Micro,Anantapur,SILK,saree printing by wooden blocks,Green,1
1994,krupanandam small scale power loom,16.4110703,81.8430982,Micro,East Godavari,SILK,saree printing by wooden blocks,Green,1
1995,Pavani small scale power loom unit,16.4161431,81.8420738,Micro,East Godavari,SILK,saree printing by wooden blocks,Green,1
1996,baby small scale power loom unit,16.4176304,81.8427568,Micro,East Godavari,SILK,saree printing by wooden blocks,Green,1
1997,sarojamma hand loom,14.5325055,77.7968653,Micro,Anantapur,SILK,saree printing by wooden blocks,White,1
1998,jameela hand looms,14.5325048,77.796866,Micro,Anantapur,SILK,saree printing by wooden blocks,White,2
1999,prasad power loom unit,16.4176171,81.8424153,Micro,East Godavari,SILK,saree printing by wooden blocks,Green,1
2000,c Narendra Hand looms,14.4184599,77.7205953,Micro,Anantapur,SILK,SILK YARN,Green,5
2001,seetharamaiah Hand looms,14.4190761,77.7217796,Micro,Anantapur,SILK,SILK YARN,Green,2
2002,PVENKANNA AND CO PVT LTD,16.5818898,81.7005652,Micro,West Godavari,SILK,SILK YARN,Green,1
2003,Sri jagannatha silks and sarees,14.7590678,78.5350281,Micro,Kadapa,SILK,SILK YARN,White,6
2004,Mahesh babu handloom works,13.8922072,78.2136126,Micro,Anantapur,SILK,SILK YARN,White,1
2005,lakshmi powerlooms,14.8689878,78.386889,Micro,Kadapa,SILK,SILK YARN,Green,1
2006,SHANKAR ENTERPRISES,16.9573173,82.0492661,Micro,East Godavari,SILK,SILK YARN,Green,3
2007,P R MALLIKA COTTON FABRICS,13.3083628,79.5742159,Micro,Chittoor,SILK,SILK YARN,Green,2
2008,janapati hymavathi loom,14.760697,78.5676821,Micro,Kadapa,SILK,SILK YARN,Green,1
2009,bagyalakshmi powerlooms,14.8646428,78.386178,Micro,Kadapa,SILK,SILK YARN,Green,1
2010,kumari loom,14.7635335,78.5669723,Micro,Kadapa,SILK,SILK YARN,Green,1
2011,suseela loom,14.7656168,78.5655528,Micro,Kadapa,SILK,SILK YARN,Green,1
2012,nagaraja loom,14.7656168,78.5655528,Micro,Kadapa,SILK,SILK YARN,Green,1
2013,subbarayudu powerlooms,14.8689878,78.386889,Micro,Kadapa,SILK,SILK YARN,Green,1
2014,pandurangaiah handlooms,14.8664381,78.386178,Micro,Kadapa,SILK,SILK YARN,Green,1
2015,Chandra Murali handloom,14.8664381,78.386178,Micro,Kadapa,SILK,SILK YARN,Green,1
2016,nagarani,14.7425721,78.5352252,Micro,Kadapa,SILK,SILK YARN,White,1
2017,Sudhakar handlooms,13.9510213,79.5771794,Micro,S.P.S.R. Nellore,SILK,SILK YARN,Green,1
2018,chinna narayana handlooms,13.950652,79.5773055,Micro,S.P.S.R. Nellore,SILK,SILK YARN,Green,1
2019,RAMA TRADERS,16.2334875,80.6484725,Micro,Guntur,SILK,SILK YARN,White,6
2020,TN BALU TEXTILES,13.3216587,79.5426058,Micro,Chittoor,SILK,SILK YARN,Green,1
2021,Koti threadballs work,16.2298562,80.6480535,Micro,Guntur,SILK,SILK YARN,White,3
2022,BSS SPUN SILK PVT LTD,13.8838089,77.4659961,Small,Anantapur,SILK,SILK YARN,Green,7
2023,Venkateswara Powerlooms,13.9790059,78.000094,Micro,Anantapur,SILK,SILK YARN,Green,2
2024,Mallikarjunareddy silks,14.4155979,77.7099741,Micro,Anantapur,SILK,SILK YARN,Green,10
2025,Sri Venkateswara Powerlooms,13.9716095,78.0018781,Micro,Anantapur,SILK,SILK YARN,Green,2
2026,Ammaji Tailoring,14.0393184,77.7893688,Micro,Anantapur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2027,Seela Venkataramana handlooms,14.6628854,77.6068912,Micro,Anantapur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,2
2028,RAMYA GARMENTS,16.5979537,80.7152304,Micro,Krishna,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,10
2029,nagur bee ladies tailors,14.7253257,78.7401912,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,2
2030,venkateswara silk showroom,16.4802126,79.8865212,Micro,Guntur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2031,Harika cut pieces,16.480151,79.8864953,Micro,Guntur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2032,Balakrishna weavers,14.5608493,77.8567473,Micro,Anantapur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2033,LAKSHMI READYMADES AND TAILORING,17.5120829,82.8717082,Micro,Visakhapatnam,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,2
2034,REDDAMMA TAILORING CENTRE,13.8924405,77.5560178,Micro,Anantapur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2035,komala cut pieces,16.4803779,79.8866125,Micro,Guntur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2036,BOMBAY TAILORS,13.6925934,77.4922441,Micro,Anantapur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,2
2037,saptavarna fashions,16.4794801,79.8872571,Micro,Guntur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2038,sri diviya fashions,16.4802553,79.8865362,Micro,Guntur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,2
2039,kantarao tailoring shop,18.8632125,84.517795,Micro,Srikakulam,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2040,Sri Lalita cut pieces,16.4801437,79.8864933,Micro,Guntur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2041,sri vanitha sarees,16.4803772,79.8866201,Micro,Guntur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,2
2042,vigneswara cut pieces,16.4803766,79.8866137,Micro,Guntur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2043,lakshmi sarees and dress materials,16.48014,79.8864915,Micro,Guntur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2044,Dhanalakshmi cut pieces,16.4803924,79.8866104,Micro,Guntur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2045,AYASYA CLOTHES SHOE ROOM,16.47789,79.8845358,Micro,Guntur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2046,MMR FASHIONS,16.4801643,79.8865048,Micro,Guntur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2047,babu gents wear,16.4801372,79.8864875,Micro,Guntur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2048,pushpa fashions,16.4801383,79.8864853,Micro,Guntur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2049,RAVITEJA TEXTILE,16.477037,79.8838872,Micro,Guntur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2050,V P LAKSHMI POWERLOOMS,13.3222857,79.5793073,Micro,Chittoor,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,2
2051,sri Krishnaveni garments,16.3699774,80.8376058,Micro,Krishna,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2052,MANJUNATHA HANDLOOM UNIT,13.5731445,78.5003467,Micro,Chittoor,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,13
2053,excellent ladies tailors,18.2841195,83.8959019,Micro,Srikakulam,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2054,P G JOTHI KRISHNAN,13.4144842,79.5987939,Micro,Chittoor,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2055,Chandu tailors,13.9591248,79.3499388,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2056,Sharnya ladies tailors,13.9490732,79.3488438,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2057,KARUNA TAILORS,16.4979628,80.6373996,Micro,Krishna,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2058,Latha Tailoring shop,13.95702,79.3512125,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2059,SRI SAI TAILORS,14.7456088,78.5575032,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2060,B G POWERLOOMS,13.5702354,78.5045456,Micro,Chittoor,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2061,Dhana Lakshmi ladies tailors,13.9563071,79.3505059,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2062,Vinod ladies tailors,13.9585926,79.3498531,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2063,MahaLakshmi tailoring,13.9562859,79.3504933,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2064,Archana Talioring shop,13.9482169,79.353772,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2065,Saraswathi Handlooms,13.5731585,78.5003713,Micro,Chittoor,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,10
2066,Vasavi Tailoring Shop,13.9503011,79.352364,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2067,Sri Manjunatha powerloom,13.5732653,78.4986663,Micro,Chittoor,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,3
2068,HABIB TAILORS,14.7456098,78.5575024,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2069,Varalakshmi Talioring shop,13.957021,79.3512111,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2070,Sri Hemalatha silk sarees,13.575971,78.5009535,Micro,Chittoor,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,10
2071,Sunil tailor,13.9562803,79.3504989,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2072,P S Jagadeeson textiles,13.3288131,79.5759975,Micro,Chittoor,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,2
2073,venkata masthan  selling textails,14.7638435,78.5544394,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2074,Sri Sitarama garments,16.4183709,81.0041999,Micro,Krishna,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2075,S S Tailors,14.7453318,78.5487098,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2076,RAMYA ENTERPRISES,16.8076523,81.5796928,Micro,West Godavari,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,11
2077,Raju tailoring shop,14.7630446,78.5536708,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,2
2078,sony ladies tailoring,14.7475257,78.5458984,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2079,venkatesh Handlooms,14.0357869,78.1744344,Micro,Anantapur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2080,sravanthi towels factory,14.7533048,78.5361189,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,2
2081,M R TAILORS SHOP,14.7472255,78.5558445,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2082,sai tailoring unit,16.1147691,80.6587434,Micro,Guntur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,2
2083,rama linga chowdeswari fabrics,14.7518521,78.5418268,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,2
2084,DG TAILORS SHOP,14.7469236,78.5557748,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,2
2085,MAHAMMADIYA BUTTON HOSE,14.7466155,78.5556772,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2086,RSN POWER LOOM,13.5739424,78.4965721,Micro,Chittoor,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,3
2087,new city tailors,14.747575,78.5467469,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,2
2088,obulesu silks,14.7519244,78.5357381,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,2
2089,THOUDACHARI TAILORS,18.7576202,84.4161611,Micro,Srikakulam,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2090,SBR TAILOR SHOP,14.7457003,78.5543897,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2091,SUNNY FASHION TAILORS,14.7491849,78.5427268,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,2
2092,Kullayappa Handlooms,14.0354301,78.1744344,Micro,Anantapur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2093,RR Taj ladies tailor,14.7472225,78.546134,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2094,Venkata subbaiah tailor,14.7447117,78.5378562,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2095,Madhusudhan Handlooms,14.0354301,78.1744344,Micro,Anantapur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2096,ABC FASHIONS,15.8132376,80.3483277,Small,Prakasam,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,27
2097,SATRAMU LAVANYA,15.1177426,77.6358929,Micro,Anantapur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2098,N S Tailors,14.744971,78.552185,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,2
2099,Kalyani ladies tilor,14.3508593,77.9952648,Micro,Anantapur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,2
2100,Mega tilors,14.3515814,77.996809,Micro,Anantapur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,2
2101,Amiyarkuppam Moorthy winding,13.3087189,79.5742159,Micro,Chittoor,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,2
2102,mallaiah power looms,14.8679106,78.386889,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2103,A C kanniyappamodali,13.4164622,79.5777274,Micro,Chittoor,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,1
2104,SREE GAMINI KNITWEAR CLOTHING,16.7557894,81.6812501,Micro,West Godavari,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,10
2105,sri vishnu sarees design manufacture and boutigue,13.2272292,79.1084549,Micro,Chittoor,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,8
2106,Kushi tailors,14.3515949,77.9957324,Micro,Anantapur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,2
2107,P G Dhayalan,13.3166059,79.5668412,Micro,Chittoor,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,2
2108,SUBRAMANYAM WINDING INDUSTRY,16.5260813,81.6946723,Micro,West Godavari,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,Green,9
2109,Madhu tailors,14.3516624,77.9962708,Micro,Anantapur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2110,CITY LIFE TAILOR SHOP,14.747227,78.5558377,Micro,Kadapa,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,1
2111,Eeswar tailors,14.3516585,77.9962532,Micro,Anantapur,TEXTILES,ALL TYPES OF TEXTILE GARMENTS CLOTH ACCESSORIES,White,3
